filename,start_time,end_time
UMAFall_Subject_02_Fall_backwardFall_1_2016-06-13_20-51-32.csv,1.4,4.0
UMAFall_Subject_02_Fall_backwardFall_2_2016-06-13_20-52-16.csv,1.3,3.5
UMAFall_Subject_02_Fall_backwardFall_3_2016-06-13_20-52-55.csv,1.229,3.8
UMAFall_Subject_02_Fall_backwardFall_4_2016-06-13_20-58-40.csv,1.413,4.573
UMAFall_Subject_02_Fall_backwardFall_5_2016-06-13_20-59-19.csv,0.6,4.5
UMAFall_Subject_02_Fall_backwardFall_6_2016-06-13_20-59-59.csv,0.9,4.5
UMAFall_Subject_02_Fall_forwardFall_1_2016-06-13_20-43-52.csv,0.0,3.7
UMAFall_Subject_02_Fall_forwardFall_2_2016-06-13_20-45-53.csv,0.0,3.35
UMAFall_Subject_02_Fall_forwardFall_2_2016-06-13_20-48-20.csv,1.0,3.591
UMAFall_Subject_02_Fall_forwardFall_3_2016-06-13_20-47-36.csv,0.63,4.3
UMAFall_Subject_02_Fall_forwardFall_4_2016-06-13_20-53-39.csv,1.1,3.3
UMAFall_Subject_02_Fall_forwardFall_5_2016-06-13_20-54-39.csv,0.8,3.3
UMAFall_Subject_02_Fall_forwardFall_6_2016-06-13_20-55-19.csv,1.0,3.5
UMAFall_Subject_02_Fall_lateralFall_1_2016-06-13_20-49-17.csv,0.0,3.6
UMAFall_Subject_02_Fall_lateralFall_2_2016-06-13_20-50-00.csv,0.9,3.56
UMAFall_Subject_02_Fall_lateralFall_3_2016-06-13_20-50-52.csv,0.0,4.0
UMAFall_Subject_02_Fall_lateralFall_4_2016-06-13_20-56-03.csv,1.0,3.5
UMAFall_Subject_02_Fall_lateralFall_5_2016-06-13_20-56-57.csv,0.6,4.0
UMAFall_Subject_02_Fall_lateralFall_6_2016-06-13_20-57-48.csv,0.0,4.0
UMAFall_Subject_04_Fall_backwardFall_1_2016-06-13_13-19-09.csv,0.5,4.3
UMAFall_Subject_04_Fall_backwardFall_2_2016-06-13_13-19-53.csv,2.1,4.443
UMAFall_Subject_04_Fall_backwardFall_3_2016-06-13_13-20-34.csv,1.2,3.9
UMAFall_Subject_04_Fall_forwardFall_1_2016-06-13_13-13-23.csv,0.1,4.0
UMAFall_Subject_04_Fall_forwardFall_2_2016-06-13_13-14-43.csv,1.8,5.0
UMAFall_Subject_04_Fall_forwardFall_3_2016-06-13_13-15-30.csv,0.0,3.4
UMAFall_Subject_04_Fall_forwardFall_4_2016-06-13_13-21-38.csv,0.9,4.0
UMAFall_Subject_04_Fall_forwardFall_5_2016-06-13_13-22-20.csv,1.453,4.0
UMAFall_Subject_04_Fall_forwardFall_6_2016-06-13_13-23-05.csv,2.9,5.0
UMAFall_Subject_04_Fall_lateralFall_1_2016-06-13_13-16-45.csv,0.6,4.7
UMAFall_Subject_04_Fall_lateralFall_2_2016-06-13_13-17-31.csv,2.0,4.8
UMAFall_Subject_04_Fall_lateralFall_3_2016-06-13_13-18-13.csv,2.1,5.6
UMAFall_Subject_05_Fall_backwardFall_1_2016-06-15_21-30-13.csv,1.7,4.2
UMAFall_Subject_05_Fall_backwardFall_2_2016-06-15_21-30-54.csv,0.6,4.1
UMAFall_Subject_05_Fall_backwardFall_3_2016-06-15_21-32-28.csv,0.0,4.1
UMAFall_Subject_05_Fall_backwardFall_4_2016-06-15_21-37-33.csv,1.35,4.454
UMAFall_Subject_05_Fall_backwardFall_5_2016-06-15_21-38-45.csv,1.0,4.0
UMAFall_Subject_05_Fall_backwardFall_6_2016-06-15_21-39-26.csv,1.22,4.556
UMAFall_Subject_05_Fall_forwardFall_1_2016-06-15_21-21-48.csv,0.5,4.0
UMAFall_Subject_05_Fall_forwardFall_2_2016-06-15_21-22-29.csv,1.15,4.6
UMAFall_Subject_05_Fall_forwardFall_3_2016-06-15_21-24-11.csv,0.7,4.0
UMAFall_Subject_05_Fall_forwardFall_4_2016-06-15_21-33-29.csv,0.475,3.5
UMAFall_Subject_05_Fall_forwardFall_5_2016-06-15_21-34-09.csv,0.1,3.8
UMAFall_Subject_05_Fall_forwardFall_6_2016-06-15_21-34-50.csv,0.9,3.2
UMAFall_Subject_05_Fall_lateralFall_1_2016-06-15_21-28-09.csv,0.0,4.0
UMAFall_Subject_05_Fall_lateralFall_2_2016-06-15_21-28-50.csv,1.8,4.7
UMAFall_Subject_05_Fall_lateralFall_3_2016-06-15_21-29-30.csv,0.6,4.2
UMAFall_Subject_05_Fall_lateralFall_4_2016-06-15_21-35-33.csv,1.444,3.9
UMAFall_Subject_05_Fall_lateralFall_5_2016-06-15_21-36-11.csv,0.6,3.8
UMAFall_Subject_05_Fall_lateralFall_6_2016-06-15_21-36-50.csv,1.0,3.7
UMAFall_Subject_06_Fall_backwardFall_1_2016-06-13_21-45-05.csv,0.0,4.0
UMAFall_Subject_06_Fall_backwardFall_2_2016-06-13_21-45-45.csv,0.0,3.5
UMAFall_Subject_06_Fall_backwardFall_3_2016-06-13_21-46-29.csv,0.0,3.34
UMAFall_Subject_06_Fall_backwardFall_4_2016-06-13_21-52-49.csv,0.7,3.1
UMAFall_Subject_06_Fall_backwardFall_5_2016-06-13_21-53-34.csv,0.0,4.0
UMAFall_Subject_06_Fall_backwardFall_6_2016-06-13_21-54-27.csv,0.0,2.7
UMAFall_Subject_06_Fall_forwardFall_2_2016-06-13_21-40-45.csv,0.0,3.4
UMAFall_Subject_06_Fall_forwardFall_3_2016-06-13_21-41-42.csv,1.6,4.0
UMAFall_Subject_06_Fall_forwardFall_4_2016-06-13_21-47-19.csv,0.3,3.5
UMAFall_Subject_06_Fall_forwardFall_5_2016-06-13_21-48-10.csv,0.1,4.485
UMAFall_Subject_06_Fall_forwardFall_6_2016-06-13_21-48-50.csv,0.0,3.8
UMAFall_Subject_06_Fall_lateralFall_1_2016-06-13_21-42-37.csv,4.3,10.3
UMAFall_Subject_06_Fall_lateralFall_2_2016-06-13_21-43-17.csv,1.0,3.8
UMAFall_Subject_06_Fall_lateralFall_3_2016-06-13_21-43-54.csv,0.9,3.6
UMAFall_Subject_06_Fall_lateralFall_4_2016-06-13_21-50-06.csv,1.48,4.0
UMAFall_Subject_06_Fall_lateralFall_5_2016-06-13_21-51-27.csv,0.0,3.8
UMAFall_Subject_06_Fall_lateralFall_6_2016-06-13_21-52-07.csv,0.456,2.7
UMAFall_Subject_07_Fall_backwardFall_1_2016-06-13_18-37-28.csv,3.4,9.0
UMAFall_Subject_07_Fall_backwardFall_2_2016-06-13_18-38-06.csv,2.0,5.7
UMAFall_Subject_07_Fall_backwardFall_3_2016-06-13_18-38-45.csv,1.4,6.5
UMAFall_Subject_07_Fall_backwardFall_4_2016-06-13_18-39-29.csv,0.0,6.0
UMAFall_Subject_07_Fall_backwardFall_5_2016-06-13_18-40-07.csv,2.9,6.0
UMAFall_Subject_07_Fall_backwardFall_6_2016-06-13_18-40-45.csv,3.2,8.0
UMAFall_Subject_08_Fall_backwardFall_1_2016-06-18_14-31-39.csv,0.18,2.7
UMAFall_Subject_08_Fall_backwardFall_2_2016-06-18_14-32-18.csv,0.4,3.2
UMAFall_Subject_08_Fall_forwardFall_1_2016-06-18_14-27-16.csv,0.7,4.1
UMAFall_Subject_08_Fall_forwardFall_2_2016-06-18_14-28-08.csv,0.0,3.24
UMAFall_Subject_08_Fall_lateralFall_1_2016-06-18_14-28-55.csv,0.0,4.2
UMAFall_Subject_08_Fall_lateralFall_2_2016-06-18_14-30-12.csv,0.5,3.7
UMAFall_Subject_11_Fall_backwardFall_1_2016-06-10_17-56-03.csv,0.66,3.55
UMAFall_Subject_11_Fall_backwardFall_2_2016-06-10_17-56-43.csv,0.688,3.45
UMAFall_Subject_11_Fall_backwardFall_3_2016-06-10_17-57-34.csv,0.0,3.017
UMAFall_Subject_11_Fall_backwardFall_4_2016-06-10_18-04-07.csv,0.8,3.6
UMAFall_Subject_11_Fall_backwardFall_5_2016-06-10_18-04-50.csv,0.77,3.853
UMAFall_Subject_11_Fall_backwardFall_6_2016-06-10_18-05-33.csv,0.0,4.0
UMAFall_Subject_11_Fall_forwardFall_1_2016-06-10_17-50-05.csv,0.4,2.9
UMAFall_Subject_11_Fall_forwardFall_2_2016-06-10_17-50-51.csv,0.0,2.8
UMAFall_Subject_11_Fall_forwardFall_3_2016-06-10_17-51-32.csv,0.0,3.3
UMAFall_Subject_11_Fall_forwardFall_4_2016-06-10_17-59-25.csv,0.6,4.0
UMAFall_Subject_11_Fall_forwardFall_5_2016-06-10_18-00-06.csv,0.7,3.415
UMAFall_Subject_11_Fall_forwardFall_6_2016-06-10_18-00-47.csv,0.0,3.445
UMAFall_Subject_11_Fall_lateralFall_1_2016-06-10_17-53-39.csv,0.6,4.0
UMAFall_Subject_11_Fall_lateralFall_2_2016-06-10_17-54-17.csv,0.983,3.9
UMAFall_Subject_11_Fall_lateralFall_3_2016-06-10_17-55-14.csv,1.687,6.6
UMAFall_Subject_11_Fall_lateralFall_4_2016-06-10_18-01-43.csv,0.8,3.956
UMAFall_Subject_11_Fall_lateralFall_5_2016-06-10_18-02-23.csv,0.855,3.0
UMAFall_Subject_11_Fall_lateralFall_6_2016-06-10_18-03-06.csv,0.6,4.3
UMAFall_Subject_14_Fall_backwardFall_1_2016-06-03_20-08-04.csv,0.7,4.1
UMAFall_Subject_14_Fall_backwardFall_2_2016-06-03_20-08-51.csv,0.8,4.6
UMAFall_Subject_14_Fall_backwardFall_3_2016-06-03_20-09-35.csv,1.0,4.7
UMAFall_Subject_14_Fall_forwardFall_1_2016-06-03_20-01-24.csv,0.6,4.6
UMAFall_Subject_14_Fall_forwardFall_2_2016-06-03_20-02-25.csv,0.0,3.6
UMAFall_Subject_14_Fall_forwardFall_3_2016-06-03_20-03-13.csv,0.0,4.5
UMAFall_Subject_14_Fall_lateralFall_1_2016-06-03_20-04-45.csv,0.441,4.0
UMAFall_Subject_14_Fall_lateralFall_2_2016-06-03_20-05-42.csv,1.3,4.6
UMAFall_Subject_14_Fall_lateralFall_3_2016-06-03_20-06-47.csv,0.573,3.65
UMAFall_Subject_15_Fall_backwardFall_2_2016-06-17_18-44-01.csv,1.169,3.5
UMAFall_Subject_15_Fall_backwardFall_3_2016-06-17_18-43-19.csv,1.3,3.8
UMAFall_Subject_15_Fall_backwardFall_3_2016-06-17_18-44-43.csv,0.9,4.0
UMAFall_Subject_15_Fall_backwardFall_4_2016-06-17_18-45-23.csv,1.5,4.1
UMAFall_Subject_15_Fall_forwardFall_1_2016-06-17_18-38-53.csv,0.0,2.6
UMAFall_Subject_15_Fall_forwardFall_2_2016-06-17_18-39-36.csv,0.77,3.2
UMAFall_Subject_15_Fall_forwardFall_3_2016-06-17_18-40-24.csv,0.5,3.575
UMAFall_Subject_15_Fall_forwardFall_4_2016-06-17_18-46-05.csv,1.371,3.316
UMAFall_Subject_15_Fall_lateralFall_1_2016-06-17_18-41-12.csv,1.16,4.0
UMAFall_Subject_15_Fall_lateralFall_2_2016-06-17_18-41-55.csv,1.0,4.0
UMAFall_Subject_15_Fall_lateralFall_3_2016-06-17_18-42-35.csv,0.5,4.0
UMAFall_Subject_15_Fall_lateralFall_4_2016-06-17_18-46-54.csv,1.0,3.8
UMAFall_Subject_16_Fall_backwardFall_2_2016-06-17_21-58-57.csv,2.388,9.0
UMAFall_Subject_16_Fall_backwardFall_3_2016-06-17_21-59-35.csv,0.25,4.4
UMAFall_Subject_16_Fall_forwardFall_1_2016-06-17_21-49-59.csv,3.77,6.0
UMAFall_Subject_16_Fall_forwardFall_2_2016-06-17_21-49-16.csv,1.7,6.2
UMAFall_Subject_16_Fall_forwardFall_3_2016-06-17_21-53-52.csv,0.0,5.376
UMAFall_Subject_16_Fall_lateralFall_1_2016-06-17_21-54-46.csv,2.7,5.7
UMAFall_Subject_17_Fall_backwardFall_1_2016-06-17_19-25-39.csv,2.265,4.438
UMAFall_Subject_17_Fall_backwardFall_2_2016-06-17_19-26-27.csv,0.67,3.467
UMAFall_Subject_17_Fall_backwardFall_3_2016-06-17_19-27-09.csv,0.775,4.0
UMAFall_Subject_17_Fall_backwardFall_3_2016-06-17_19-29-38.csv,1.0,4.0
UMAFall_Subject_17_Fall_forwardFall_2_2016-06-17_19-20-58.csv,1.55,4.3
UMAFall_Subject_17_Fall_forwardFall_3_2016-06-17_19-21-38.csv,1.6,3.8
UMAFall_Subject_17_Fall_forwardFall_4_2016-06-17_19-27-52.csv,0.859,3.653
UMAFall_Subject_17_Fall_lateralFall_1_2016-06-17_19-23-15.csv,2.3,4.8
UMAFall_Subject_17_Fall_lateralFall_2_2016-06-17_19-23-53.csv,1.54,5.3
UMAFall_Subject_17_Fall_lateralFall_3_2016-06-17_19-24-31.csv,1.3,4.7
UMAFall_Subject_17_Fall_lateralFall_4_2016-06-17_19-28-33.csv,1.4,4.1
UMAFall_Subject_18_Fall_backwardFall_10_2016-06-01_22-55-50.csv,0.7,4.325
UMAFall_Subject_18_Fall_backwardFall_11_2016-06-01_22-57-03.csv,1.1,4.5
UMAFall_Subject_18_Fall_backwardFall_12_2016-06-01_22-58-16.csv,0.0,3.128
UMAFall_Subject_18_Fall_backwardFall_13_2016-06-01_22-59-07.csv,2.7,7.0
UMAFall_Subject_18_Fall_backwardFall_14_2016-06-01_23-00-19.csv,0.0,4.0
UMAFall_Subject_18_Fall_backwardFall_15_2016-06-01_23-01-09.csv,0.883,4.073
UMAFall_Subject_18_Fall_backwardFall_16_2016-06-01_23-01-58.csv,0.0,3.6
UMAFall_Subject_18_Fall_backwardFall_1_2016-05-29_21-44-20.csv,1.259,4.0
UMAFall_Subject_18_Fall_backwardFall_1_2016-06-15_21-15-34.csv,0.0,4.1
UMAFall_Subject_18_Fall_backwardFall_2_2016-05-29_21-45-26.csv,0.8,4.445
UMAFall_Subject_18_Fall_backwardFall_2_2016-06-15_21-18-18.csv,1.8,5.0
UMAFall_Subject_18_Fall_backwardFall_3_2016-05-29_21-47-46.csv,0.9,4.9
UMAFall_Subject_18_Fall_backwardFall_3_2016-06-15_21-19-04.csv,0.456,3.971
UMAFall_Subject_18_Fall_backwardFall_4_2016-05-29_21-49-18.csv,0.0,4.5
UMAFall_Subject_18_Fall_backwardFall_5_2016-05-29_21-50-34.csv,1.3,4.2
UMAFall_Subject_18_Fall_backwardFall_6_2016-05-29_21-51-38.csv,1.228,3.817
UMAFall_Subject_18_Fall_backwardFall_7_2016-06-01_22-51-58.csv,1.9,4.8
UMAFall_Subject_18_Fall_backwardFall_8_2016-06-01_22-53-56.csv,1.525,4.6
UMAFall_Subject_18_Fall_backwardFall_9_2016-06-01_22-54-59.csv,0.7,4.0
UMAFall_Subject_18_Fall_forwardFall_10_2016-06-01_22-14-39.csv,1.31,5.3
UMAFall_Subject_18_Fall_forwardFall_11_2016-06-01_22-18-31.csv,1.587,3.6
UMAFall_Subject_18_Fall_forwardFall_12_2016-06-01_22-30-15.csv,1.539,4.0
UMAFall_Subject_18_Fall_forwardFall_13_2016-06-01_22-30-56.csv,0.4,2.7
UMAFall_Subject_18_Fall_forwardFall_14_2016-06-01_22-32-18.csv,0.0,3.1
UMAFall_Subject_18_Fall_forwardFall_15_2016-06-01_22-33-08.csv,1.191,3.8
UMAFall_Subject_18_Fall_forwardFall_16_2016-06-01_22-34-36.csv,0.748,3.1
UMAFall_Subject_18_Fall_forwardFall_17_2016-06-01_22-35-32.csv,0.0,3.35
UMAFall_Subject_18_Fall_forwardFall_18_2016-06-01_22-09-43.csv,3.238,5.7
UMAFall_Subject_18_Fall_forwardFall_1_2016-05-29_21-37-58.csv,0.6,3.144
UMAFall_Subject_18_Fall_forwardFall_1_2016-06-15_21-07-01.csv,0.759,3.9
UMAFall_Subject_18_Fall_forwardFall_1_2016-06-15_21-14-04.csv,1.9,5.0
UMAFall_Subject_18_Fall_forwardFall_2_2016-05-29_21-39-33.csv,0.0,3.067
UMAFall_Subject_18_Fall_forwardFall_3_2016-05-29_21-40-58.csv,0.0,3.437
UMAFall_Subject_18_Fall_forwardFall_4_2016-05-29_21-52-45.csv,0.539,3.159
UMAFall_Subject_18_Fall_forwardFall_5_2016-05-29_21-54-01.csv,2.0,5.1
UMAFall_Subject_18_Fall_forwardFall_6_2016-05-29_21-55-19.csv,1.9,6.0
UMAFall_Subject_18_Fall_forwardFall_7_2016-05-29_22-01-42.csv,0.1,3.5
UMAFall_Subject_18_Fall_forwardFall_8_2016-06-01_22-12-42.csv,2.455,5.183
UMAFall_Subject_18_Fall_forwardFall_9_2016-06-01_22-13-41.csv,6.0,9.47
UMAFall_Subject_18_Fall_lateralFall_10_2016-06-01_22-39-40.csv,0.9,3.6
UMAFall_Subject_18_Fall_lateralFall_11_2016-06-01_22-44-27.csv,1.156,4.0
UMAFall_Subject_18_Fall_lateralFall_12_2016-06-01_22-45-27.csv,2.2,4.7
UMAFall_Subject_18_Fall_lateralFall_13_2016-06-01_22-46-26.csv,2.0,4.633
UMAFall_Subject_18_Fall_lateralFall_14_2016-06-01_22-47-59.csv,1.0,3.77
UMAFall_Subject_18_Fall_lateralFall_15_2016-06-01_22-49-02.csv,1.444,4.0
UMAFall_Subject_18_Fall_lateralFall_16_2016-06-01_22-50-40.csv,0.0,3.535
UMAFall_Subject_18_Fall_lateralFall_1_2016-05-29_21-32-53.csv,0.0,5.475
UMAFall_Subject_18_Fall_lateralFall_1_2016-06-15_21-14-53.csv,1.427,4.9
UMAFall_Subject_18_Fall_lateralFall_2_2016-05-29_21-35-39.csv,0.0,3.3
UMAFall_Subject_18_Fall_lateralFall_3_2016-05-29_21-36-32.csv,0.642,3.432
UMAFall_Subject_18_Fall_lateralFall_4_2016-05-29_21-56-26.csv,2.95,5.6
UMAFall_Subject_18_Fall_lateralFall_5_2016-05-29_21-59-51.csv,6.0,8.5
UMAFall_Subject_18_Fall_lateralFall_6_2016-05-29_22-00-46.csv,1.5,4.93
UMAFall_Subject_18_Fall_lateralFall_7_2016-06-01_22-36-37.csv,1.34,3.8
UMAFall_Subject_18_Fall_lateralFall_8_2016-06-01_22-37-44.csv,0.7,3.6
UMAFall_Subject_18_Fall_lateralFall_9_2016-06-01_22-38-39.csv,1.0,3.7
UMAFall_Subject_19_Fall_backwardFall_1_2016-06-07_21-29-26.csv,2.0,4.6
UMAFall_Subject_19_Fall_backwardFall_2_2016-06-07_21-30-07.csv,0.0,3.455
UMAFall_Subject_19_Fall_backwardFall_3_2016-06-07_21-30-49.csv,0.0,4.5
UMAFall_Subject_19_Fall_backwardFall_4_2016-06-07_21-38-34.csv,0.0,4.26
UMAFall_Subject_19_Fall_backwardFall_5_2016-06-07_21-39-33.csv,0.0,3.73
UMAFall_Subject_19_Fall_backwardFall_6_2016-06-07_21-40-20.csv,0.0,3.7
UMAFall_Subject_19_Fall_forwardFall_1_2016-06-07_21-22-47.csv,0.0,3.3
UMAFall_Subject_19_Fall_forwardFall_1_2016-06-07_21-31-53.csv,0.8,3.6
UMAFall_Subject_19_Fall_forwardFall_2_2016-06-07_21-23-51.csv,0.9,3.1
UMAFall_Subject_19_Fall_forwardFall_3_2016-06-07_21-24-37.csv,0.0,3.318
UMAFall_Subject_19_Fall_forwardFall_5_2016-06-07_21-32-51.csv,0.0,3.752
UMAFall_Subject_19_Fall_forwardFall_6_2016-06-07_21-33-31.csv,0.0,3.39
UMAFall_Subject_19_Fall_lateralFall_1_2016-06-07_21-26-09.csv,0.7,3.4
UMAFall_Subject_19_Fall_lateralFall_2_2016-06-07_21-27-41.csv,0.0,3.5
UMAFall_Subject_19_Fall_lateralFall_3_2016-06-07_21-28-26.csv,0.0,4.467
UMAFall_Subject_19_Fall_lateralFall_4_2016-06-07_21-34-26.csv,0.0,2.723
UMAFall_Subject_19_Fall_lateralFall_5_2016-06-07_21-35-39.csv,0.0,3.589
UMAFall_Subject_19_Fall_lateralFall_6_2016-06-07_21-37-14.csv,0.0,3.757
